BENE_SEX_IDENT_CD,BENE_AGE_CAT_CD,CC_ALZHDMTA,CC_CANCER,CC_CHF,CC_CHRNKIDN,CC_COPD,CC_DEPRESSN,CC_DIABETES,CC_ISCHMCHT,CC_OSTEOPRS,CC_RA_OA,CC_STRKETIA,CC_2_OR_MORE,DUAL_STUS,BENE_COUNT_PA_LT_12,AVE_MO_EN_PA_LT_12,AVE_PA_PAY_PA_LT_12,AVE_IP_PAY_PA_LT_12,AVE_SNF_PAY_PA_LT_12,AVE_OTH_PAY_PA_LT_12,AVE_IP_ADM_PA_LT_12,AVE_SNF_DAYS_PA_LT_12,BENE_COUNT_PA_EQ_12,AVE_PA_PAY_PA_EQ_12,AVE_IP_PAY_PA_EQ_12,AVE_SNF_PAY_PA_EQ_12,AVE_OTH_PAY_PA_EQ_12,AVE_IP_ADM_PA_EQ_12,AVE_SNF_DAYS_PA_EQ_12,BENE_COUNT_PB_LT_12,AVE_MO_EN_PB_LT_12,AVE_PB_PAY_PB_LT_12,AVE_CA_PAY_PB_LT_12,AVE_OP_PAY_PB_LT_12,AVE_OTH_PAY_PB_LT_12,AVE_CA_VST_PB_LT_12,AVE_OP_VST_PB_LT_12,BENE_COUNT_PB_EQ_12,AVE_PB_PAY_PB_EQ_12,AVE_CA_PAY_PB_EQ_12,AVE_OP_PAY_PB_EQ_12,AVE_OTH_PAY_PB_EQ_12,AVE_CA_VST_PB_EQ_12,AVE_OP_VST_PB_EQ_12,BENE_COUNT_PC_LT_12,AVE_MO_EN_PC_LT_12,BENE_COUNT_PC_EQ_12,BENE_COUNT_PD_LT_12,AVE_MO_EN_PD_LT_12,AVE_PDE_CST_PD_LT_12,AVE_PDE_PD_LT_12,BENE_COUNT_PD_EQ_12,AVE_PDE_CST_PD_EQ_12,AVE_PDE_PD_EQ_12
2,2,1,0,1,1,0,1,0,0,0,0,0,1,1,,,,,,,,,50,25573,16513,,,1.38,,,,,,,,,,52,10817,5069,3872,1876,5.115,9.981,,,,,,,,53,8290,96.849
2,2,1,0,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,30,12401,7246,3280,1875,15.2,14,,,,,,,,,,
2,2,1,0,1,1,0,1,0,0,0,1,0,1,1,,,,,,,,,44,28536,15698,,,1.273,,,,,,,,,,44,12405,7152,3062,2191,5.364,9.523,,,,,,,,43,7907,100.93
2,2,1,0,1,1,0,1,0,1,0,0,0,1,0,,,,,,,,,53,22608,15614,,,1.528,,,,,,,,,,53,13862,6085,5583,2194,12.792,8.717,,,,,,,,,,
2,2,1,0,1,1,0,1,0,1,0,0,0,1,1,,,,,,,,,68,41670,30665,,,2.176,,,,,,,,,,69,12903,7337,4358,1208,7.217,10.913,,,,,,,,67,6530,102.746
2,2,1,0,1,1,0,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,30,16890,8475,6252,2163,5.633,14.3,,,,,,,,,,
2,2,1,0,1,1,0,1,0,1,0,1,0,1,0,,,,,,,,,57,35737,24231,9315,2191,1.982,20.86,,,,,,,,,57,15740,7903,3980,3857,16.912,13.439,,,,,,,,32,5480,81.375
2,2,1,0,1,1,0,1,0,1,0,1,0,1,1,,,,,,,,,64,31952,18732,,,1.672,,,,,,,,,,65,14583,7611,4073,2899,7.969,10.662,,,,,,,,68,7043,98.676
2,2,1,0,1,1,0,1,1,0,0,0,0,1,0,,,,,,,,,49,23668,16937,,,1.796,,,,,,,,,,48,12644,5947,4112,2585,12.521,11.563,,,,,,,,,,
2,2,1,0,1,1,0,1,1,0,0,0,0,1,1,47,6.298,39260,30061,8244,955,2,28.851,138,30027,20480,8257,1290,1.775,25.928,47,6.404,13760,8845,4105,810,1.723,7.574,145,17550,8488,6849,2213,5.779,12.503,,,,44,6.045,3405,46.886,149,8600,114.114
2,2,1,0,1,1,0,1,1,0,0,0,1,1,1,,,,,,,,,54,49315,31039,,,2.278,,,,,,,,,,55,22731,10245,9558,2928,4.109,14.309,,,,,,,,50,7645,116.66
2,2,1,0,1,1,0,1,1,0,0,1,0,1,0,,,,,,,,,39,38098,26623,8899,2576,2.256,20.462,,,,,,,,,39,19160,8707,5042,5411,17.385,9.795,,,,,,,,,,
2,2,1,0,1,1,0,1,1,0,0,1,0,1,1,,,,,,,,,88,30944,21482,7541,1921,1.852,22,,,,,,,,,90,16852,8402,4961,3489,9.456,12.756,,,,,,,,96,8534,134.448
2,2,1,0,1,1,0,1,1,0,0,1,1,1,1,,,,,,,,,37,42404,23199,,,2.514,,,,,,,,,,39,20250,9106,6704,4440,5.897,15.41,,,,,,,,40,7020,110.55
2,2,1,0,1,1,0,1,1,1,0,0,0,1,0,57,6.439,50072,40823,6538,2711,2.439,18.175,174,41996,31905,7603,2488,2.391,18.937,59,6.576,18165,11091,5736,1338,4.915,5.542,172,24791,12073,9409,3309,14.314,12.57,,,,40,5.4,2721,26.15,92,5807,81.326
2,2,1,0,1,1,0,1,1,1,0,0,0,1,1,142,6.838,47802,38503,7389,1910,2.38,25.169,442,39526,28809,9060,1657,2.258,26.74,142,6.817,16579,9687,5313,1579,3.789,8.366,452,27277,12181,11967,3129,7.473,14.668,,,,142,6.148,3334,54.303,455,8732,123.04
2,2,1,0,1,1,0,1,1,1,0,0,1,1,0,,,,,,,,,84,69381,50918,14557,3906,4.167,35.702,,,,,,,,,83,31609,16522,10764,4323,14.024,14.904,,,,,,,,37,5149,73.973
2,2,1,0,1,1,0,1,1,1,0,0,1,1,1,75,7.707,68011,53162,11951,2898,3.48,34.44,202,63160,46564,14846,1750,3.49,41.218,76,7.711,21445,13359,6245,1841,2.395,7.816,212,30891,16215,10966,3710,6.868,15.344,,,,77,7.182,3880,62.273,208,7394,110.293
2,2,1,0,1,1,0,1,1,1,0,1,0,1,0,,,,,,,,,109,40813,32155,6280,2378,2.752,16.578,,,,,,,,,109,25424,12485,7476,5463,17.358,12.321,,,,,,,,51,5570,77.02
2,2,1,0,1,1,0,1,1,1,0,1,0,1,1,59,7.288,38264,28988,6689,2587,2.322,22.881,283,38947,26496,10735,1716,2.378,30.792,56,7.268,15773,7832,4592,3349,3.571,7.321,295,26263,11499,9000,5764,10.431,14.353,,,,49,6.082,3224,49.122,300,8854,127.793
2,2,1,0,1,1,0,1,1,1,0,1,1,1,0,,,,,,,,,37,61045,45596,13404,2045,3.649,33.162,,,,,,,,,37,27015,16650,6160,4205,15.757,10.351,,,,,,,,,,
2,2,1,0,1,1,0,1,1,1,0,1,1,1,1,,,,,,,,,128,65738,45678,17983,2077,3.367,47.305,,,,,,,,,133,33421,16563,11884,4974,9.015,15.729,,,,,,,,130,8414,120.708
2,2,1,0,1,1,0,1,1,1,1,0,0,1,0,,,,,,,,,33,32098,23322,7121,1655,2.515,18.121,,,,,,,,,34,23724,9411,9466,4847,15.735,15.618,,,,,,,,,,
2,2,1,0,1,1,0,1,1,1,1,0,0,1,1,,,,,,,,,66,38507,26974,,,2.439,,,,,,,,,,67,25867,12428,10250,3189,8.119,17.567,,,,,,,,68,9022,119.426
2,2,1,0,1,1,0,1,1,1,1,0,1,1,1,,,,,,,,,34,63571,43660,,,4,,,,,,,,,,35,37403,17844,13594,5965,8.8,15.971,,,,,,,,35,6987,105.429
2,2,1,0,1,1,0,1,1,1,1,1,0,1,0,,,,,,,,,34,54543,37422,14490,2631,3.029,38.529,,,,,,,,,34,22796,12150,7382,3264,21.794,16.382,,,,,,,,,,
2,2,1,0,1,1,0,1,1,1,1,1,0,1,1,,,,,,,,,83,40166,27074,12276,816,2.325,34.241,,,,,,,,,85,24176,11818,7103,5255,13.153,13.129,,,,,,,,84,8894,116.155
2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,31,66821,48207,,,4.065,,,,,,,,,,32,32597,18284,10931,3382,10.125,17.438,,,,,,,,32,9458,138.125
2,2,1,0,1,1,1,0,0,1,0,0,0,1,0,,,,,,,,,40,26357,18614,3781,3962,1.825,7.875,,,,,,,,,40,12080,6979,3936,1165,12.475,10.9,,,,,,,,,,
2,2,1,0,1,1,1,0,0,1,0,0,0,1,1,35,4.943,45523,39211,3604,2708,2.343,10.429,58,36850,28351,7226,1273,2.086,21.19,36,5.361,14251,10500,2615,1136,2.25,4.889,59,14496,7575,4574,2347,6.373,11.559,,,,37,4.946,1662,29.054,58,9443,95.397
2,2,1,0,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8977,122.733
2,2,1,0,1,1,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,0,1,0,0,0,0,1,1,36,5.861,52180,44570,4936,2674,3,13.806,50,32159,22977,7078,2104,1.58,19.64,36,5.861,11339,7325,2726,1288,2.222,5.583,53,16877,6427,6851,3599,5.943,12.151,,,,38,5.105,2808,31.658,55,7628,115.745
2,2,1,0,1,1,1,0,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,0,1,1,0,0,0,1,0,71,5.085,54176,44924,6212,3040,2.662,17.493,111,44653,36180,5930,2543,2.892,14.568,73,5.164,13630,8728,2439,2463,3.89,3.425,108,23717,10489,8302,4926,11.898,11.324,,,,45,5,1779,27.6,52,5327,65.423
2,2,1,0,1,1,1,0,1,1,0,0,0,1,1,147,6.687,55729,46442,6898,2389,2.782,20.721,264,46794,37633,7425,1736,2.886,21.64,151,6.669,18471,10731,5060,2680,3.623,6.96,270,27575,12417,10522,4636,9.57,13.437,,,,145,6.055,3856,47.234,276,8633,120.025
2,2,1,0,1,1,1,0,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,0,1,1,0,0,1,1,1,54,6.63,75554,63156,9193,3205,3.685,27.222,101,71935,58296,10526,3113,3.703,29.515,54,6.63,20102,12932,4670,2500,2.204,5.852,105,31718,16501,10208,5009,7.61,13.39,,,,54,6.278,2879,47.852,102,6675,103.245
2,2,1,0,1,1,1,0,1,1,0,1,0,1,0,,,,,,,,,71,40348,30693,5729,3926,2.845,13.535,,,,,,,,,71,21354,10627,5667,5060,16.803,11.831,,,,,,,,42,7270,87.976
2,2,1,0,1,1,1,0,1,1,0,1,0,1,1,65,6.938,53175,44994,5696,2485,2.908,18.2,164,45910,35830,8332,1748,2.573,24.738,65,6.877,18621,10582,4768,3271,5.4,7.308,169,25614,12477,7096,6041,12.308,14.018,,,,61,5.918,3952,46.328,173,9238,131.676
2,2,1,0,1,1,1,0,1,1,0,1,1,1,1,,,,,,,,,42,53506,39866,,,3.643,,,,,,,,,,44,27186,11550,7419,8217,11.227,14.114,,,,,,,,45,8815,122.244
2,2,1,0,1,1,1,0,1,1,1,0,0,1,0,,,,,,,,,37,57010,50913,,,3.676,,,,,,,,,,37,25269,10621,7528,7120,19.027,12.946,,,,,,,,,,
2,2,1,0,1,1,1,0,1,1,1,0,0,1,1,,,,,,,,,42,38304,30432,,,2.5,,,,,,,,,,44,26219,11321,9678,5220,15.068,13.114,,,,,,,,46,9729,121.457
2,2,1,0,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,43,47415,38092,6842,2481,3.209,19.186,,,,,,,,,46,28906,14559,8513,5834,15.174,14.457,,,,,,,,47,8350,124.787
2,2,1,0,1,1,1,1,0,0,0,0,0,1,1,,,,,,,,,32,32383,21763,,,2.156,,,,,,,,,,33,11671,6763,2608,2300,7.545,9.364,,,,,,,,32,6387,99
2,2,1,0,1,1,1,1,0,0,0,1,0,1,1,,,,,,,,,34,33880,21212,,,2.353,,,,,,,,,,36,13371,6914,3070,3387,8.611,12.306,,,,,,,,35,9775,139.514
2,2,1,0,1,1,1,1,0,1,0,0,0,1,0,,,,,,,,,52,42343,33054,5808,3481,2.942,15.596,,,,,,,,,52,15083,8709,3329,3045,13.115,8.827,,,,,,,,31,4203,78.645
2,2,1,0,1,1,1,1,0,1,0,0,0,1,1,32,8.344,70382,59603,,,3.063,,89,42460,31027,9751,1682,3.045,28.416,34,8.382,12762,8684,2778,1300,5.353,9.824,90,17555,9228,5759,2568,9.711,13.544,,,,30,7.567,4132,54.433,94,8754,110.447
2,2,1,0,1,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,6601,105.258
2,2,1,0,1,1,1,1,0,1,0,1,0,1,0,,,,,,,,,47,33856,26339,5626,1891,2.66,14.915,,,,,,,,,47,15865,9080,3950,2835,18.426,10.66,,,,,,,,,,
2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,82,51426,36749,12001,2676,3.378,35.39,,,,,,,,,83,18292,10806,3547,3939,11.723,10.651,,,,,,,,86,9918,133.477
2,2,1,0,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,36,67413,41284,23401,2728,4.083,65.417,,,,,,,,,37,23805,13323,5473,5009,7.892,11.649,,,,,,,,36,9391,120.556
2,2,1,0,1,1,1,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,1,0,1,1,1,0,1,1,,,,,,,,,45,51680,35979,,,3.556,,,,,,,,,,46,20341,10883,4541,4917,11.37,13.283,,,,,,,,45,9486,133.733
2,2,1,0,1,1,1,1,1,0,0,0,0,1,0,,,,,,,,,38,34348,23067,9336,1945,2.447,25.763,,,,,,,,,37,20536,8323,7584,4629,14.216,15.081,,,,,,,,,,
2,2,1,0,1,1,1,1,1,0,0,0,0,1,1,,,,,,,,,93,44534,29840,13126,1568,2.376,35.656,,,,,,,,,93,16848,8362,5415,3071,6.215,12.473,,,,,,,,94,9939,132.936
2,2,1,0,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,,,,,,,,,75,42879,28037,13323,1519,2.52,38.693,,,,,,,,,77,16274,8231,5096,2947,8.636,14.649,,,,,,,,78,11134,153.128
2,2,1,0,1,1,1,1,1,1,0,0,0,1,0,63,7.032,69698,57562,9407,2729,3.746,22.556,135,59209,46569,9599,3041,3.837,24.133,63,7.016,26894,16053,8064,2777,5.476,8.984,135,26699,13366,7539,5794,15.237,11.963,,,,34,6.088,1899,29.441,63,7165,87.206
2,2,1,0,1,1,1,1,1,1,0,0,0,1,1,159,7.151,58350,44816,10194,3340,3.453,31.535,416,59556,44355,13127,2074,3.526,37.036,165,7.206,20963,13077,5980,1906,3.63,9.194,436,28620,14679,9259,4682,9.528,14.427,,,,169,6.479,4013,61.302,426,9223,131.897
2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,,,,,,,,,55,96648,75378,17027,4243,5.055,39.273,,,,,,,,,55,24969,16084,3707,5178,14.091,9.745,,,,,,,,,,
2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,46,7.37,95999,78988,14124,2887,4.87,40,178,73466,55602,15364,2500,4.202,43.371,47,7.553,25121,16941,4979,3201,3.809,8.553,181,31057,16477,10579,4001,8.155,15.033,,,,49,6.98,3891,56.265,175,8867,130.434
2,2,1,0,1,1,1,1,1,1,0,1,0,1,0,36,7.889,75719,61359,11167,3193,3.694,27.833,132,52469,41452,8200,2817,3.924,20.205,37,7.838,20399,13470,3656,3273,6.27,6.405,131,26059,13256,5085,7718,18.794,12.084,,,,,,,,66,6329,99.288
2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,102,8.382,62105,48593,10970,2542,3.922,34.059,429,57354,40897,14536,1921,3.639,40.508,104,8.385,21036,13316,5110,2610,5.067,10.125,439,27369,14000,7343,6026,11.834,13.503,,,,90,7.356,5628,79.656,446,9847,143.556
2,2,1,0,1,1,1,1,1,1,0,1,1,1,0,,,,,,,,,47,64445,46730,13276,4439,4.511,32.894,,,,,,,,,47,31336,16230,6333,8773,15.766,10.574,,,,,,,,,,
2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,37,8.865,100064,84726,,,5.973,,170,74859,52628,19341,2890,4.5,51.924,37,8.838,36199,24279,7343,4577,4.459,10.595,174,30723,17334,8404,4985,9.983,15.943,,,,37,8.108,5912,86.73,174,8677,128.994
2,2,1,0,1,1,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,1,1,1,1,0,0,1,1,,,,,,,,,67,75669,60938,12769,1962,4.791,39.343,,,,,,,,,68,34979,21065,9283,4631,11.074,18.441,,,,,,,,67,9928,131.687
2,2,1,0,1,1,1,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,0,1,1,1,1,1,1,1,1,0,1,0,,,,,,,,,41,46745,33796,9645,3304,3.561,23.244,,,,,,,,,41,25105,13521,4897,6687,24.561,12.293,,,,,,,,,,
2,2,1,0,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,156,56416,40435,14182,1799,4.064,43.058,,,,,,,,,158,25491,13790,6183,5518,14.88,14.81,,,,,,,,165,11035,152.03
2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,53,86534,63847,19035,3652,5.17,50.792,,,,,,,,,53,32485,20844,5270,6371,13.623,11.113,,,,,,,,54,10285,135.778
2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,65,6.846,15844,10050,,,0.8,,274,3326,2442,,,0.237,,66,6.833,8984,6128,2614,242,5.727,5.667,272,8050,5212,2335,503,10.706,5.886,,,,39,5.974,1820,15.923,139,3710,29.698
2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,66,6987,,,,,,31,7.645,8508,3503,3924,1081,2.968,5.968,67,7111,4269,2120,722,8.269,7.045,,,,,,,,75,5472,54.48
2,2,1,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,63,2262,,,,,,,,,,,,,,63,10821,6013,3801,1007,13.095,7.683,,,,,,,,33,3073,31.515
2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,116,3642,,,,,,,,,,,,,,115,7520,5154,2078,288,12.217,5.983,,,,,,,,74,4858,30.527
2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,65,2346,,,,,,,,,,,,,,65,11087,7363,3340,384,14.138,5.969,,,,,,,,35,5381,32.143
2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,77,,,,,,,,,,,,,,,77,9396,4938,3735,723,13.234,6.844,,,,,,,,33,3821,44.758
2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,50,5000,,,,,,,,,,,,,,51,7782,3404,3157,1221,9.765,9.373,,,,,,,,53,7290,74.981
2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,30,,,,,,,,,,,,,,,30,11583,7567,3273,743,18,8.733,,,,,,,,,,
2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,0,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,158,7475,6032,,,0.57,,,,,,,,,,157,11259,7144,3421,694,13.401,9.083,,,,,,,,83,4106,44.217
2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,46,14529,8368,,,0.739,,,,,,,,,,47,7079,4296,,,6.979,,,,,,,,,47,6063,75.766
2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,49,5141,,,,,,,,,,,,,,48,9648,4751,2785,2112,15.938,7.25,,,,,,,,,,
2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,56,7804,,,,,,,,,,,,,,55,11875,8193,2764,918,14.582,8.927,,,,,,,,,,
2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,,,,,,,,,33,7260,,,,,,,,,,,,,,33,15822,10951,3496,1375,24.091,10.242,,,,,,,,,,
2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,39,14983,,,,,,,,,,,,,,38,13153,8176,3653,1324,17.947,6.632,,,,,,,,,,
2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,51,8374,,,,,,,,,,,,,,50,15348,10540,3844,964,14.28,9.76,,,,,,,,,,
2,2,1,1,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,36,12468,,,,,,,,,,,,,,36,11465,5606,4419,1440,10.639,11.778,,,,,,,,37,5788,91.351
2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,34,,,,,,,,,,,,,,,32,12971,8514,2015,2442,11.063,6.125,,,,,,,,,,
2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,35,20938,,,,,,,,,,,,,,33,10014,6098,2807,1109,13.788,8.818,,,,,,,,,,
2,2,1,1,0,0,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,30,8799,,,,,,,,,,,,,,30,15152,11031,,,13.2,,,,,,,,,,,
2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,1,1,1,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,,,0,0,,,0,0,,0,,1,0,,,,,,,,,146,20199,13655,4234,2310,1.425,11.589,,,,,,,,,142,12643,8166,3141,1336,14.415,8.394,,,,,,,,63,4104,47.778
2,3,,,0,0,,,0,0,,0,,1,1,37,7.27,20349,12616,2723,5010,1.243,8.622,172,18465,12768,3925,1772,1.244,10.413,36,7.639,9684,6047,2541,1096,6.389,6.194,178,10567,5195,3763,1609,9.534,9.899,,,,38,5.789,3742,29.789,173,5527,67.809
2,3,,,0,0,,,0,0,,1,,1,0,,,,,,,,,205,19739,14038,3781,1920,1.463,8.732,,,,,,,,,204,16410,10134,4457,1819,20.809,10.26,,,,,,,,94,4151,52.617
2,3,,,0,0,,,0,0,,1,,1,1,31,8.194,36935,25465,7808,3662,1.871,17.387,202,15624,9458,4806,1360,1.059,12.96,33,8.121,11002,6438,3470,1094,7.03,6.788,204,12480,6225,2925,3330,12.657,9.436,,,,32,7.281,3572,38.094,203,6111,76.291
2,3,,,0,0,,,0,1,,0,,1,0,33,7,33318,25839,,,2.03,,194,19964,14416,3605,1943,1.531,8.928,35,7.086,14472,10428,3143,901,9.314,6.971,191,16466,9894,4894,1678,18.518,9.717,,,,,,,,106,4253,51.17
2,3,,,0,0,,,0,1,,0,,1,1,47,7.404,28350,21133,3588,3629,1.872,11.681,194,22273,14190,5651,2432,1.552,15.907,49,7.429,11366,6668,2833,1865,5.98,6.878,204,14464,8446,3947,2071,12.588,10.966,,,,53,6.774,2603,32.811,197,6367,77.284
2,3,,,0,0,,,0,1,,1,,1,0,31,7.355,42347,33589,5043,3715,2.484,10.645,222,21671,15983,3869,1819,1.694,9.302,31,7.161,15114,11027,2964,1123,8.452,6.226,222,16978,9355,4470,3153,21.27,11.374,,,,,,,,108,5125,56.731
2,3,,,0,0,,,0,1,,1,,1,1,31,7.806,32107,21158,8181,2768,1.903,19.613,172,16624,11265,3984,1375,1.07,11.256,31,7.871,11619,8068,,,5.677,,181,14109,7022,3655,3432,15.193,10.326,,,,,,,,184,6260,78.288
2,3,,,0,0,,,1,0,,0,,1,0,,,,,,,,,160,16085,11249,3590,1246,1.169,8.269,,,,,,,,,158,12747,8231,3090,1426,16.228,8.12,,,,,,,,86,4467,57.302
2,3,,,0,0,,,1,0,,0,,1,1,30,8.067,22568,15246,,,1.4,,164,18241,12047,4901,1293,1.067,13.409,32,8.125,12283,7949,3003,1331,5.313,6.625,168,11507,6145,3886,1476,12.089,9.048,,,,30,6.9,3969,52.1,168,6709,82.179
2,3,,,0,0,,,1,0,,1,,1,0,,,,,,,,,183,15498,10152,3941,1405,1.153,9.803,,,,,,,,,182,14228,9032,3116,2080,19.615,8.863,,,,,,,,69,4718,62.638
2,3,,,0,0,,,1,0,,1,,1,1,,,,,,,,,236,14900,10260,3551,1089,1.034,9.678,,,,,,,,,245,13047,6504,2956,3587,13.188,8.747,,,,,,,,256,7261,94.535
2,3,,,0,0,,,1,1,,0,,1,0,31,7.645,43740,32895,,,2.774,,191,24207,18735,4251,1221,1.775,10.403,30,7.533,14373,8406,4430,1537,10.6,7.033,190,16589,10440,4003,2146,19.653,10.032,,,,,,,,87,5037,64.287
2,3,,,0,0,,,1,1,,0,,1,1,32,7.781,36238,26249,5959,4030,2.125,17.688,194,17798,12569,3484,1745,1.263,9.464,33,7.727,13483,9038,2197,2248,5.303,5.242,200,14075,8045,3267,2763,12.945,10.885,,,,32,7,3623,45.094,203,8085,101.315
2,3,,,0,0,,,1,1,,1,,1,0,,,,,,,,,219,20303,14265,3861,2177,1.534,9.594,,,,,,,,,218,15304,8835,3662,2807,21.404,9.812,,,,,,,,100,5373,72.73
2,3,,,0,0,,,1,1,,1,,1,1,,,,,,,,,202,18903,12705,4775,1423,1.307,12.856,,,,,,,,,215,19182,9284,4232,5666,18.66,9.158,,,,,,,,222,9274,105.495
2,3,,,0,1,,,0,0,,0,,1,0,46,7.609,31217,23233,4262,3722,2.152,10.63,230,19843,14579,3541,1723,1.409,8.53,45,7.578,16438,10736,4067,1635,10.711,6.133,230,13787,8788,3827,1172,16.135,9.265,,,,30,7,1271,25,104,4825,54.692
2,3,,,0,1,,,0,0,,0,,1,1,65,7.338,35466,26531,5479,3456,1.938,16.892,246,18233,12424,4632,1177,1.248,11.679,69,7.406,10621,7232,2470,919,5.797,6.638,250,11790,6867,3417,1506,10.332,9.648,,,,65,6.569,2278,32.846,251,5826,69.606
2,3,,,0,1,,,0,0,,1,,1,0,44,7.205,48206,38242,4979,4985,2.818,11.818,299,23775,15949,5594,2232,1.622,13.642,44,7.159,18347,10878,4482,2987,9.477,8.295,299,14539,8247,4579,1713,17.846,10.575,,,,32,6.25,2137,22.281,152,5120,59.763
2,3,,,0,1,,,0,0,,1,,1,1,52,7.788,38228,30831,4045,3352,2.635,12.212,223,22553,15068,6216,1269,1.453,16.359,52,7.712,13979,8964,3068,1947,6.731,9.115,237,14740,7373,4804,2563,13.443,11.814,,,,53,6.868,2796,39,230,6164,78.591
